,date,time,symbol,time_enter,px_enter,close,open_pos_price,time_exit,px_exit,close_pos_price,pnl,pos,signal,net_value,equity_change,equity_curve
0,2014-01-02 00:00:00,2014-01-02 09:30:00,i,,,909.0,,2014-01-02 11:15:00,910.0,,-300.0,0.0,,,0.0,1.0
1,2014-01-02 00:00:00,2014-01-02 10:00:00,i,,,909.0,,2014-01-02 11:15:00,910.0,,-300.0,0.0,,,0.0,1.0
2,2014-01-02 00:00:00,2014-01-02 10:45:00,i,2014-01-02 10:45:00,908.0,908.0,907.5,2014-01-02 11:15:00,910.0,910.5,-300.0,-1.0,-1.0,99681.82,-0.0031817999999999014,0.9968182000000001
3,2014-01-02 00:00:00,2014-01-02 11:15:00,i,2014-01-02 11:15:00,910.0,910.0,910.5,2014-01-02 13:45:00,905.0,904.5,-600.0,1.0,1.0,99381.85,-0.006181499999999951,0.9906563682967001
4,2014-01-02 00:00:00,2014-01-02 13:45:00,i,2014-01-02 13:45:00,905.0,905.0,904.5,2014-01-03 11:15:00,891.0,,1300.0,-1.0,-1.0,99940.955,-0.0005904500000000201,0.9900714352440393
5,2014-01-02 00:00:00,2014-01-02 14:15:00,i,2014-01-02 13:45:00,905.0,905.0,904.5,2014-01-03 11:15:00,891.0,,1300.0,-1.0,,99940.955,0.0,0.9900714352440393
6,2014-01-02 00:00:00,2014-01-02 15:00:00,i,2014-01-02 13:45:00,905.0,906.0,904.5,2014-01-03 11:15:00,891.0,,1300.0,-1.0,,99840.955,-0.0010005907988371865,0.9890807788757425
7,2014-01-03 00:00:00,2014-01-03 09:30:00,i,2014-01-02 13:45:00,905.0,899.0,904.5,2014-01-03 11:15:00,891.0,,1300.0,-1.0,,100540.955,0.007011150884924877,0.9960153734538194
8,2014-01-03 00:00:00,2014-01-03 10:00:00,i,2014-01-02 13:45:00,905.0,897.0,904.5,2014-01-03 11:15:00,891.0,,1300.0,-1.0,,100740.955,0.001989239111564123,0.9979966861904129
9,2014-01-03 00:00:00,2014-01-03 10:45:00,i,2014-01-02 13:45:00,905.0,895.0,904.5,2014-01-03 11:15:00,891.0,891.5,1300.0,-1.0,,101282.04000000001,0.005371052914874719,1.0033569792008112
10,2014-01-03 00:00:00,2014-01-03 11:15:00,i,,,891.0,,2014-01-07 13:45:00,896.0,,200.0,0.0,0.0,,0.0,1.0033569792008112
11,2014-01-03 00:00:00,2014-01-03 13:45:00,i,,,892.0,,2014-01-07 13:45:00,896.0,,200.0,0.0,,,0.0,1.0033569792008112
12,2014-01-03 00:00:00,2014-01-03 14:15:00,i,,,900.0,,2014-01-07 13:45:00,896.0,,200.0,0.0,,,0.0,1.0033569792008112
13,2014-01-03 00:00:00,2014-01-03 15:00:00,i,,,901.0,,2014-01-07 13:45:00,896.0,,200.0,0.0,,,0.0,1.0033569792008112
14,2014-01-06 00:00:00,2014-01-06 09:30:00,i,,,895.0,,2014-01-07 13:45:00,896.0,,200.0,0.0,,,0.0,1.0033569792008112
15,2014-01-06 00:00:00,2014-01-06 10:00:00,i,,,894.0,,2014-01-07 13:45:00,896.0,,200.0,0.0,,,0.0,1.0033569792008112
16,2014-01-06 00:00:00,2014-01-06 10:45:00,i,,,893.0,,2014-01-07 13:45:00,896.0,,200.0,0.0,,,0.0,1.0033569792008112
17,2014-01-06 00:00:00,2014-01-06 11:15:00,i,,,894.0,,2014-01-07 13:45:00,896.0,,200.0,0.0,,,0.0,1.0033569792008112
18,2014-01-06 00:00:00,2014-01-06 13:45:00,i,,,893.0,,2014-01-07 13:45:00,896.0,,200.0,0.0,,,0.0,1.0033569792008112
19,2014-01-06 00:00:00,2014-01-06 14:15:00,i,,,890.0,,2014-01-07 13:45:00,896.0,,200.0,0.0,,,0.0,1.0033569792008112
20,2014-01-06 00:00:00,2014-01-06 15:00:00,i,,,892.0,,2014-01-07 13:45:00,896.0,,200.0,0.0,,,0.0,1.0033569792008112
21,2014-01-07 00:00:00,2014-01-07 09:30:00,i,,,891.0,,2014-01-07 13:45:00,896.0,,200.0,0.0,,,0.0,1.0033569792008112
22,2014-01-07 00:00:00,2014-01-07 10:00:00,i,2014-01-07 10:00:00,893.0,893.0,893.5,2014-01-07 13:45:00,896.0,,200.0,1.0,1.0,99941.065,-0.000589349999999933,1.0027656507651193
23,2014-01-07 00:00:00,2014-01-07 10:45:00,i,2014-01-07 10:00:00,893.0,895.0,893.5,2014-01-07 13:45:00,896.0,,200.0,1.0,,100141.065,0.002001179395076491,1.004772364723521
24,2014-01-07 00:00:00,2014-01-07 11:15:00,i,2014-01-07 10:00:00,893.0,896.0,893.5,2014-01-07 13:45:00,896.0,895.5,200.0,1.0,,100182.11,0.0004098718143250579,1.0051841925956337
25,2014-01-07 00:00:00,2014-01-07 13:45:00,i,,,896.0,,2014-01-08 13:45:00,889.0,,-100.0,0.0,0.0,,0.0,1.0051841925956337
26,2014-01-07 00:00:00,2014-01-07 14:15:00,i,,,895.0,,2014-01-08 13:45:00,889.0,,-100.0,0.0,,,0.0,1.0051841925956337
27,2014-01-07 00:00:00,2014-01-07 15:00:00,i,,,896.0,,2014-01-08 13:45:00,889.0,,-100.0,0.0,,,0.0,1.0051841925956337
28,2014-01-08 00:00:00,2014-01-08 09:30:00,i,,,893.0,,2014-01-08 13:45:00,889.0,,-100.0,0.0,,,0.0,1.0051841925956337
29,2014-01-08 00:00:00,2014-01-08 10:00:00,i,,,893.0,,2014-01-08 13:45:00,889.0,,-100.0,0.0,,,0.0,1.0051841925956337
30,2014-01-08 00:00:00,2014-01-08 10:45:00,i,2014-01-08 10:45:00,889.0,889.0,888.5,2014-01-08 13:45:00,889.0,,-100.0,-1.0,-1.0,99941.115,-0.0005888499999999741,1.0045922898838238
31,2014-01-08 00:00:00,2014-01-08 11:15:00,i,2014-01-08 10:45:00,889.0,890.0,888.5,2014-01-08 13:45:00,889.0,889.5,-100.0,-1.0,,99882.22,-0.0005892970075429549,1.0040002866535944
32,2014-01-08 00:00:00,2014-01-08 13:45:00,i,,,889.0,,2014-01-09 13:45:00,892.0,,-100.0,0.0,0.0,,0.0,1.0040002866535944
33,2014-01-08 00:00:00,2014-01-08 14:15:00,i,,,891.0,,2014-01-09 13:45:00,892.0,,-100.0,0.0,,,0.0,1.0040002866535944
34,2014-01-08 00:00:00,2014-01-08 15:00:00,i,2014-01-08 15:00:00,892.0,892.0,892.5,2014-01-09 13:45:00,892.0,,-100.0,1.0,1.0,99941.075,-0.0005892499999999856,1.0034086794846837
35,2014-01-09 00:00:00,2014-01-09 09:30:00,i,2014-01-08 15:00:00,892.0,893.0,892.5,2014-01-09 13:45:00,892.0,,-100.0,1.0,,100041.075,0.0010005895974203316,1.0044126797713373
